event_name,location,transaction_id,transaction_date,category,description,paid_by,total_amount_inr,split_type,number_of_people_in_split,split_between,split_details,source_file,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,expense_id,amount,merchant,Transaction Description,Type,Payment_Mode,Month,ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
TechFusion 2026 - Inter College Fest,"Mumbai, India",08a3c1a6-7da2-4301-9132-b018a6d8e4d2,2026-01-14,Equipment Rental,Printing & Merchandise expense for fest operations,Paresh Rawal,4076.0,equal,10.0,Paresh Rawal|Paresh Rawal|Mumtaz Begum|Vivaan Mehta|Rahul Tiwari|Taapsee Pannu|Paresh Rawal|Vijaya Balan|Renu Arora|Mumtaz Begum,"{'Paresh Rawal': 407.6, 'Mumtaz Begum': 407.6, 'Vivaan Mehta': 407.6, 'Rahul Tiwari': 407.6, 'Taapsee Pannu': 407.6, 'Vijaya Balan': 407.6, 'Renu Arora': 407.6}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",2799ef48-dc91-49ca-95d3-61066efe497d,2026-01-13,Accommodation,Equipment Rental expense for fest operations,Preetam Chakraborty,9427.42,unequal_percentage,6.0,Sunidhi Chauhan|Paresh Rawal|Qasim Ali|Aanya Singh|Vivaan Mehta|Rahul Tiwari,"{'Sunidhi Chauhan': 1359.71, 'Paresh Rawal': 1855.91, 'Qasim Ali': 2020.71, 'Aanya Singh': 2268.15, 'Vivaan Mehta': 1233.42, 'Rahul Tiwari': 689.52}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",d1203203-967b-47cc-b950-8bdba5d4ab56,2026-01-10,Equipment Rental,Transport expense for fest operations,Kiara Advani,6688.74,equal,14.0,Mira Rajput|Kavita Krishnamurthy|Kiara Advani|Renu Arora|Paresh Rawal|Sonu Nigam|Yami Gautam|Shahid Kapoor|Renu Arora|Varun Bansal|Enrique D'Cruz|Pallavi Shah|Pihu Verma|Leena Chandavarkar,"{'Mira Rajput': 477.77, 'Kavita Krishnamurthy': 477.77, 'Kiara Advani': 477.77, 'Renu Arora': 477.77, 'Paresh Rawal': 477.77, 'Sonu Nigam': 477.77, 'Yami Gautam': 477.77, 'Shahid Kapoor': 477.77, 'Varun Bansal': 477.77, ""Enrique D'Cruz"": 477.77, 'Pallavi Shah': 477.77, 'Pihu Verma': 477.77, 'Leena Chandavarkar': 477.77}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",0f193305-c7c1-45ad-8be0-f38ea3485caf,2026-01-13,Marketing,Equipment Rental expense for fest operations,Sachin Tendulkar,4616.99,unequal_percentage,2.0,Udit Narayan|Kunal Khanna,"{'Udit Narayan': 1814.71, 'Kunal Khanna': 2802.28}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",5eb4e027-8682-4d02-a5d1-4637009b26a6,2026-01-10,Stage & Production,Stage & Production expense for fest operations,Dev Anand,8349.11,equal,9.0,Vishal Dadlani|Vandana Luthra|Udit Narayan|Qasim Ali|Vijaya Balan|Rahul Tiwari|Alka Yagnik|Varun Bansal|Bharti Gill,"{'Vishal Dadlani': 927.68, 'Vandana Luthra': 927.68, 'Udit Narayan': 927.68, 'Qasim Ali': 927.68, 'Vijaya Balan': 927.68, 'Rahul Tiwari': 927.68, 'Alka Yagnik': 927.68, 'Varun Bansal': 927.68, 'Bharti Gill': 927.68}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",5e4a4ac9-30d2-4371-a51e-fba684893b80,2026-01-14,Stage & Production,Printing & Merchandise expense for fest operations,Sonu Nigam,203.81,equal,4.0,Sachin Tendulkar|Yami Gautam|Adnan Sami|Balram Yadav,"{'Sachin Tendulkar': 50.95, 'Yami Gautam': 50.95, 'Adnan Sami': 50.95, 'Balram Yadav': 50.95}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",f60fd3e4-fa19-487e-96f6-8f791d1f4bcc,2026-01-12,Food & Catering,After Party expense for fest operations,Vandana Luthra,2562.44,equal,7.0,Kiara Advani|Ayaan Khan|Vishal Dadlani|Vandana Luthra|Aanya Singh|Kavita Krishnamurthy|Qasim Ali,"{'Kiara Advani': 366.06, 'Ayaan Khan': 366.06, 'Vishal Dadlani': 366.06, 'Vandana Luthra': 366.06, 'Aanya Singh': 366.06, 'Kavita Krishnamurthy': 366.06, 'Qasim Ali': 366.06}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",bbdfc42d-70ce-4783-8ff2-2156e0b3faa1,2026-01-10,Marketing,After Party expense for fest operations,Varun Bansal,9288.87,equal,11.0,Meera Krishnan|Enrique D'Cruz|Pooja Bhattacharya|Balram Yadav|Myra Mehta|Lakshmi Nambiar|Aanya Singh|Ayaan Khan|Vandana Luthra|Pihu Verma|Urvashi Rautela,"{'Meera Krishnan': 844.44, ""Enrique D'Cruz"": 844.44, 'Pooja Bhattacharya': 844.44, 'Balram Yadav': 844.44, 'Myra Mehta': 844.44, 'Lakshmi Nambiar': 844.44, 'Aanya Singh': 844.44, 'Ayaan Khan': 844.44, 'Vandana Luthra': 844.44, 'Pihu Verma': 844.44, 'Urvashi Rautela': 844.44}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",817a6dc1-5a77-4b7d-bd6c-5c3860afa8e0,2026-01-13,Printing & Merchandise,Food & Catering expense for fest operations,Myra Mehta,1210.56,equal,11.0,Dev Anand|Divya Mukherjee|Sachin Tendulkar|Renu Arora|Shahid Kapoor|Rahul Tiwari|Qasim Ali|Bharti Gill|Sonu Nigam|Kunal Khanna|Saanvi Gupta,"{'Dev Anand': 110.05, 'Divya Mukherjee': 110.05, 'Sachin Tendulkar': 110.05, 'Renu Arora': 110.05, 'Shahid Kapoor': 110.05, 'Rahul Tiwari': 110.05, 'Qasim Ali': 110.05, 'Bharti Gill': 110.05, 'Sonu Nigam': 110.05, 'Kunal Khanna': 110.05, 'Saanvi Gupta': 110.05}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",2b018acd-11e1-4334-b9a9-d6140c4fc01e,2026-01-13,Sponsorship Expense,Transport expense for fest operations,Myra Mehta,9607.88,unequal_percentage,12.0,Aanya Singh|Balram Yadav|Rishaan Nair|Yami Gautam|Enrique D'Cruz|Taapsee Pannu|Dev Anand|Urvashi Rautela|Bharti Gill|Adnan Sami|Varun Bansal|Rishaan Nair,"{'Aanya Singh': 693.53, 'Balram Yadav': 1231.89, 'Rishaan Nair': 501.86, 'Yami Gautam': 480.84, ""Enrique D'Cruz"": 366.25, 'Taapsee Pannu': 1394.34, 'Dev Anand': 416.13, 'Urvashi Rautela': 672.54, 'Bharti Gill': 1119.62, 'Adnan Sami': 850.14, 'Varun Bansal': 996.85}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",ee584731-a974-4880-b1b0-409780b2e4bb,2026-01-15,Volunteer Expense,Sponsorship Expense expense for fest operations,Meera Krishnan,2121.21,unequal_percentage,14.0,Udit Narayan|Saanvi Gupta|Lakshmi Nambiar|Preetam Chakraborty|Kiara Advani|Vandana Luthra|Kavya Iyer|Adnan Sami|Kavya Iyer|Priya Rao|Kavya Iyer|Pooja Bhattacharya|Reyansh Gupta|Sachin Tendulkar,"{'Udit Narayan': 144.12, 'Saanvi Gupta': 223.65, 'Lakshmi Nambiar': 203.72, 'Preetam Chakraborty': 190.53, 'Kiara Advani': 144.79, 'Vandana Luthra': 233.9, 'Kavya Iyer': 171.55, 'Adnan Sami': 65.37, 'Priya Rao': 90.33, 'Pooja Bhattacharya': 139.61, 'Reyansh Gupta': 156.61, 'Sachin Tendulkar': 125.52}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",599607fb-7eff-42a7-849f-d4b88e5d5e01,2026-01-15,After Party,Volunteer Expense expense for fest operations,Sonu Nigam,7028.55,unequal_percentage,6.0,Vandana Luthra|Dev Anand|Mira Rajput|Sunidhi Chauhan|Rahul Tiwari|Taapsee Pannu,"{'Vandana Luthra': 364.82, 'Dev Anand': 1635.17, 'Mira Rajput': 2325.79, 'Sunidhi Chauhan': 564.98, 'Rahul Tiwari': 660.29, 'Taapsee Pannu': 1477.51}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",6f280c65-112b-48ac-a153-f65163039b4f,2026-01-12,Transport,Marketing expense for fest operations,Kiara Advani,2829.99,equal,3.0,Rahul Tiwari|Taapsee Pannu|Divya Mukherjee,"{'Rahul Tiwari': 943.33, 'Taapsee Pannu': 943.33, 'Divya Mukherjee': 943.33}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",86eeb5d7-0cc8-48e9-a5d5-67f2994b1e6e,2026-01-10,After Party,Marketing expense for fest operations,Alka Yagnik,7080.19,unequal_percentage,4.0,Kavya Iyer|Vivaan Mehta|Kunal Khanna|Qasim Ali,"{'Kavya Iyer': 2261.92, 'Vivaan Mehta': 409.56, 'Kunal Khanna': 2816.66, 'Qasim Ali': 1592.05}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",8f25d5a7-5244-462b-81a7-e42909659d95,2026-01-10,Equipment Rental,Printing & Merchandise expense for fest operations,Anjali Soni,4787.15,equal,7.0,Varun Bansal|Adnan Sami|Qasim Ali|Dev Anand|Enrique D'Cruz|Sunidhi Chauhan|Lakshmi Nambiar,"{'Varun Bansal': 683.88, 'Adnan Sami': 683.88, 'Qasim Ali': 683.88, 'Dev Anand': 683.88, ""Enrique D'Cruz"": 683.88, 'Sunidhi Chauhan': 683.88, 'Lakshmi Nambiar': 683.88}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",12a5a0a1-706c-435a-80b4-68cbe7efa4cc,2026-01-14,Equipment Rental,Printing & Merchandise expense for fest operations,Lakshmi Nambiar,5770.22,equal,12.0,Qasim Ali|Leena Chandavarkar|Rishaan Nair|Leena Chandavarkar|Kavya Iyer|Meera Krishnan|Reyansh Gupta|Saanvi Gupta|Sunidhi Chauhan|Adnan Sami|Vijaya Balan|Paresh Rawal,"{'Qasim Ali': 480.85, 'Leena Chandavarkar': 480.85, 'Rishaan Nair': 480.85, 'Kavya Iyer': 480.85, 'Meera Krishnan': 480.85, 'Reyansh Gupta': 480.85, 'Saanvi Gupta': 480.85, 'Sunidhi Chauhan': 480.85, 'Adnan Sami': 480.85, 'Vijaya Balan': 480.85, 'Paresh Rawal': 480.85}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",a658a59a-1c29-48b6-b45b-013005669ace,2026-01-15,After Party,Stage & Production expense for fest operations,Enrique D'Cruz,4427.22,unequal_percentage,15.0,Shreya Ghoshal|Shahid Kapoor|Vandana Luthra|Meera Krishnan|Priya Rao|Mumtaz Begum|Aanya Singh|Pooja Bhattacharya|Shreya Ghoshal|Pihu Verma|Kavya Iyer|Vijaya Balan|Vishal Dadlani|Dev Anand|Shreya Ghoshal,"{'Shreya Ghoshal': 505.55, 'Shahid Kapoor': 100.78, 'Vandana Luthra': 111.54, 'Meera Krishnan': 48.17, 'Priya Rao': 1.72, 'Mumtaz Begum': 289.09, 'Aanya Singh': 381.05, 'Pooja Bhattacharya': 186.9, 'Pihu Verma': 453.65, 'Kavya Iyer': 451.11, 'Vijaya Balan': 291.35, 'Vishal Dadlani': 441.1, 'Dev Anand': 592.88}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",ade2d0f1-2705-4637-b373-3119011bd400,2026-01-10,Accommodation,Transport expense for fest operations,Mumtaz Begum,1147.77,equal,5.0,Kunal Khanna|Leena Chandavarkar|Enrique D'Cruz|Myra Mehta|Kavita Krishnamurthy,"{'Kunal Khanna': 229.55, 'Leena Chandavarkar': 229.55, ""Enrique D'Cruz"": 229.55, 'Myra Mehta': 229.55, 'Kavita Krishnamurthy': 229.55}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",435f21aa-d761-4c94-98ed-c4fb59fa6951,2026-01-14,Accommodation,Transport expense for fest operations,Saanvi Gupta,3076.13,unequal_percentage,13.0,Kavita Krishnamurthy|Meera Krishnan|Sonu Nigam|Priya Rao|Shahid Kapoor|Mira Rajput|Paresh Rawal|Urvashi Rautela|Meera Krishnan|Vandana Luthra|Mira Rajput|Lakshmi Nambiar|Rishaan Nair,"{'Kavita Krishnamurthy': 185.81, 'Meera Krishnan': 365.26, 'Sonu Nigam': 377.53, 'Priya Rao': 311.78, 'Shahid Kapoor': 256.25, 'Mira Rajput': 8.81, 'Paresh Rawal': 97.17, 'Urvashi Rautela': 286.21, 'Vandana Luthra': 249.21, 'Lakshmi Nambiar': 324.61, 'Rishaan Nair': 348.66}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",6909684a-369a-4300-8f61-11086c5b1eac,2026-01-13,Sponsorship Expense,Equipment Rental expense for fest operations,Anjali Soni,5189.64,equal,9.0,Lokesh Rahul|Lakshmi Nambiar|Pihu Verma|Mumtaz Begum|Taapsee Pannu|Udit Narayan|Mumtaz Begum|Mira Rajput|Priya Rao,"{'Lokesh Rahul': 576.63, 'Lakshmi Nambiar': 576.63, 'Pihu Verma': 576.63, 'Mumtaz Begum': 576.63, 'Taapsee Pannu': 576.63, 'Udit Narayan': 576.63, 'Mira Rajput': 576.63, 'Priya Rao': 576.63}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",b99dadd8-e855-4dbc-8f8b-13dc66d52e5e,2026-01-14,Accommodation,Printing & Merchandise expense for fest operations,Pooja Bhattacharya,3210.59,unequal_percentage,3.0,Atharva Joshi|Udit Narayan|Shreya Ghoshal,"{'Atharva Joshi': 1155.68, 'Udit Narayan': 480.18, 'Shreya Ghoshal': 1574.72}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",1b4723ec-a1a4-4016-a2df-280510dc4755,2026-01-15,Volunteer Expense,Printing & Merchandise expense for fest operations,Shahid Kapoor,3145.18,equal,7.0,Kavita Krishnamurthy|Priya Rao|Renu Arora|Mira Rajput|Sachin Tendulkar|Saanvi Gupta|Kavita Krishnamurthy,"{'Kavita Krishnamurthy': 449.31, 'Priya Rao': 449.31, 'Renu Arora': 449.31, 'Mira Rajput': 449.31, 'Sachin Tendulkar': 449.31, 'Saanvi Gupta': 449.31}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",1c0fab09-0834-456f-9527-b5be2f1afcee,2026-01-12,Printing & Merchandise,Printing & Merchandise expense for fest operations,Yami Gautam,542.05,equal,10.0,Lokesh Rahul|Shahid Kapoor|Ayaan Khan|Ayaan Khan|Dev Anand|Vishal Dadlani|Rishaan Nair|Qasim Ali|Vivaan Mehta|Myra Mehta,"{'Lokesh Rahul': 54.2, 'Shahid Kapoor': 54.2, 'Ayaan Khan': 54.2, 'Dev Anand': 54.2, 'Vishal Dadlani': 54.2, 'Rishaan Nair': 54.2, 'Qasim Ali': 54.2, 'Vivaan Mehta': 54.2, 'Myra Mehta': 54.2}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",bb77ae27-56b5-4d65-b137-6ccecaceca0d,2026-01-13,Food & Catering,Transport expense for fest operations,Mira Rajput,288.7,equal,12.0,Ayaan Khan|Atharva Joshi|Sachin Tendulkar|Yami Gautam|Leena Chandavarkar|Anjali Soni|Diljit Dosanjh|Alka Yagnik|Saanvi Gupta|Paresh Rawal|Alka Yagnik|Renu Arora,"{'Ayaan Khan': 24.06, 'Atharva Joshi': 24.06, 'Sachin Tendulkar': 24.06, 'Yami Gautam': 24.06, 'Leena Chandavarkar': 24.06, 'Anjali Soni': 24.06, 'Diljit Dosanjh': 24.06, 'Alka Yagnik': 24.06, 'Saanvi Gupta': 24.06, 'Paresh Rawal': 24.06, 'Renu Arora': 24.06}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",d2cf1675-03f2-472f-bcae-de227d0f1986,2026-01-10,Marketing,Equipment Rental expense for fest operations,Ayaan Khan,9326.53,unequal_percentage,6.0,Mira Rajput|Leena Chandavarkar|Rishaan Nair|Paresh Rawal|Rahul Tiwari|Pooja Bhattacharya,"{'Mira Rajput': 651.71, 'Leena Chandavarkar': 1474.02, 'Rishaan Nair': 1025.66, 'Paresh Rawal': 2464.96, 'Rahul Tiwari': 1358.97, 'Pooja Bhattacharya': 2351.21}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",49d269fa-a45a-480b-8835-1bd42c86e17a,2026-01-13,Stage & Production,Equipment Rental expense for fest operations,Saanvi Gupta,9342.48,unequal_percentage,10.0,Myra Mehta|Reyansh Gupta|Bharti Gill|Vijaya Balan|Kavita Krishnamurthy|Renu Arora|Sonu Nigam|Shreya Ghoshal|Lokesh Rahul|Urvashi Rautela,"{'Myra Mehta': 1285.02, 'Reyansh Gupta': 663.18, 'Bharti Gill': 719.31, 'Vijaya Balan': 493.71, 'Kavita Krishnamurthy': 1132.96, 'Renu Arora': 560.2, 'Sonu Nigam': 1385.4, 'Shreya Ghoshal': 1291.47, 'Lokesh Rahul': 1456.57, 'Urvashi Rautela': 354.66}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",3207f941-b485-422e-9c38-1c70d7ee3934,2026-01-13,Accommodation,Transport expense for fest operations,Vivaan Mehta,3181.77,equal,9.0,Leena Chandavarkar|Varun Bansal|Rishaan Nair|Kunal Khanna|Vijaya Balan|Rahul Tiwari|Saanvi Gupta|Reyansh Gupta|Varun Bansal,"{'Leena Chandavarkar': 353.53, 'Varun Bansal': 353.53, 'Rishaan Nair': 353.53, 'Kunal Khanna': 353.53, 'Vijaya Balan': 353.53, 'Rahul Tiwari': 353.53, 'Saanvi Gupta': 353.53, 'Reyansh Gupta': 353.53}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",0396af70-af54-4579-975b-a55dceda0a3e,2026-01-14,Equipment Rental,Food & Catering expense for fest operations,Kiara Advani,9653.54,unequal_percentage,7.0,Paresh Rawal|Pihu Verma|Anjali Soni|Armaan Malik|Shahid Kapoor|Dev Anand|Varun Bansal,"{'Paresh Rawal': 47.46, 'Pihu Verma': 445.78, 'Anjali Soni': 2693.21, 'Armaan Malik': 2999.43, 'Shahid Kapoor': 231.39, 'Dev Anand': 2416.73, 'Varun Bansal': 819.54}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",556be8c8-d5db-487d-9e86-acef19c25cf0,2026-01-14,Food & Catering,Stage & Production expense for fest operations,Qasim Ali,3285.66,equal,12.0,Atharva Joshi|Renu Arora|Kunal Khanna|Vivaan Mehta|Taapsee Pannu|Dev Anand|Aanya Singh|Priya Rao|Rishaan Nair|Meera Krishnan|Anjali Soni|Udit Narayan,"{'Atharva Joshi': 273.81, 'Renu Arora': 273.81, 'Kunal Khanna': 273.81, 'Vivaan Mehta': 273.81, 'Taapsee Pannu': 273.81, 'Dev Anand': 273.81, 'Aanya Singh': 273.81, 'Priya Rao': 273.81, 'Rishaan Nair': 273.81, 'Meera Krishnan': 273.81, 'Anjali Soni': 273.81, 'Udit Narayan': 273.81}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",187f9329-937e-40a9-9b69-34dfa0121bf9,2026-01-13,Transport,Marketing expense for fest operations,Armaan Malik,6844.0,equal,6.0,Preetam Chakraborty|Vandana Luthra|Paresh Rawal|Taapsee Pannu|Pihu Verma|Rishaan Nair,"{'Preetam Chakraborty': 1140.67, 'Vandana Luthra': 1140.67, 'Paresh Rawal': 1140.67, 'Taapsee Pannu': 1140.67, 'Pihu Verma': 1140.67, 'Rishaan Nair': 1140.67}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",cd8904a8-190b-4e69-b7e2-ad37e326fac9,2026-01-14,Equipment Rental,After Party expense for fest operations,Vijaya Balan,289.48,equal,7.0,Alka Yagnik|Kunal Khanna|Divya Mukherjee|Diljit Dosanjh|Pallavi Shah|Myra Mehta|Balram Yadav,"{'Alka Yagnik': 41.35, 'Kunal Khanna': 41.35, 'Divya Mukherjee': 41.35, 'Diljit Dosanjh': 41.35, 'Pallavi Shah': 41.35, 'Myra Mehta': 41.35, 'Balram Yadav': 41.35}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",8802dff0-4e5e-4a46-8b37-e15c735709a8,2026-01-13,Marketing,Printing & Merchandise expense for fest operations,Sunidhi Chauhan,7925.2,unequal_percentage,4.0,Lokesh Rahul|Armaan Malik|Aanya Singh|Paresh Rawal,"{'Lokesh Rahul': 2562.67, 'Armaan Malik': 995.9, 'Aanya Singh': 3774.8, 'Paresh Rawal': 591.83}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",47868ed1-5699-43a0-8af0-781a63d9c6e9,2026-01-15,Accommodation,After Party expense for fest operations,Divya Mukherjee,6668.41,unequal_percentage,14.0,Paresh Rawal|Atharva Joshi|Priya Rao|Meera Krishnan|Kavita Krishnamurthy|Leena Chandavarkar|Lakshmi Nambiar|Vishal Dadlani|Lakshmi Nambiar|Sachin Tendulkar|Shreya Ghoshal|Renu Arora|Adnan Sami|Vishal Dadlani,"{'Paresh Rawal': 719.27, 'Atharva Joshi': 476.0, 'Priya Rao': 314.79, 'Meera Krishnan': 1041.29, 'Kavita Krishnamurthy': 889.13, 'Leena Chandavarkar': 111.13, 'Lakshmi Nambiar': 308.28, 'Vishal Dadlani': 8.44, 'Sachin Tendulkar': 728.61, 'Shreya Ghoshal': 22.86, 'Renu Arora': 864.85, 'Adnan Sami': 412.41}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",ba0d9aa3-ec39-4d69-8000-6cfee33013b6,2026-01-15,Stage & Production,After Party expense for fest operations,Taapsee Pannu,4967.28,equal,6.0,Leena Chandavarkar|Atharva Joshi|Preetam Chakraborty|Ayaan Khan|Urvashi Rautela|Sonu Nigam,"{'Leena Chandavarkar': 827.88, 'Atharva Joshi': 827.88, 'Preetam Chakraborty': 827.88, 'Ayaan Khan': 827.88, 'Urvashi Rautela': 827.88, 'Sonu Nigam': 827.88}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",8e98022b-4f27-4a91-b9aa-a62a58db3eaa,2026-01-14,Sponsorship Expense,Transport expense for fest operations,Dev Anand,6777.65,equal,13.0,Bharti Gill|Urvashi Rautela|Sunidhi Chauhan|Sonu Nigam|Anjali Soni|Dev Anand|Vivaan Mehta|Vijaya Balan|Kunal Khanna|Divya Mukherjee|Anjali Soni|Adnan Sami|Shahid Kapoor,"{'Bharti Gill': 521.36, 'Urvashi Rautela': 521.36, 'Sunidhi Chauhan': 521.36, 'Sonu Nigam': 521.36, 'Anjali Soni': 521.36, 'Dev Anand': 521.36, 'Vivaan Mehta': 521.36, 'Vijaya Balan': 521.36, 'Kunal Khanna': 521.36, 'Divya Mukherjee': 521.36, 'Adnan Sami': 521.36, 'Shahid Kapoor': 521.36}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",07664db0-4942-416a-b095-36607abfbab4,2026-01-15,Sponsorship Expense,Food & Catering expense for fest operations,Paresh Rawal,9096.28,unequal_percentage,7.0,Vandana Luthra|Paresh Rawal|Lokesh Rahul|Reyansh Gupta|Aanya Singh|Adnan Sami|Udit Narayan,"{'Vandana Luthra': 1039.61, 'Paresh Rawal': 1788.95, 'Lokesh Rahul': 1626.38, 'Reyansh Gupta': 503.24, 'Aanya Singh': 1615.05, 'Adnan Sami': 943.64, 'Udit Narayan': 1579.41}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
